season,season_type,start_date,completed,home_id,home_team,home_conference,home_division,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],away_id,away_team,away_conference,away_division,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],start_time_tbd,venue_id,venue
2022,regular,2022-09-24T16:00:00.000Z,true,2315,Kutztown,Pennsylvania State Athletic,ii,35,7,14,0,14,2974,Shepherd,Pennsylvania State Athletic,ii,42,7,7,7,21,false,4432,Andre Reed Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2523,Robert Morris,Big South,fcs,3,0,0,0,3,2193,East Tennessee State,Southern,fcs,45,14,28,3,0,false,3777,Joe Walton Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2487,Pace,Northeast 10,ii,14,0,0,14,0,2038,Assumption,Northeast 10,ii,26,7,3,7,9,false,6066,Pace Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,344,Mississippi State,SEC,fbs,45,17,14,7,7,189,Bowling Green,Mid-American,fbs,14,0,7,0,7,false,3693,Davis Wade Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2567,SMU,American Athletic,fbs,34,0,14,7,13,2628,TCU,Big 12,fbs,42,14,14,0,14,false,3735,Gerald J. Ford Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,293,Castleton State College,ECFC,iii,6,6,0,0,0,2779,St Lawrence,Liberty League,iii,34,14,7,7,6,false,5638,Dave Wolk Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2858,California (PA),Pennsylvania State Athletic,ii,49,21,14,7,7,2205,Edinboro,Pennsylvania State Athletic,ii,7,7,0,0,0,false,4436,Adamson Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2274,Hiram,North Coast,iii,14,0,0,7,7,2746,Wittenberg,North Coast,iii,38,7,21,3,7,false,5855,Charles A. Henry Field
2022,regular,2022-09-24T16:00:00.000Z,true,2015,Albright,Mid Atlantic,iii,0,0,0,0,0,2354,Lycoming,Mid Atlantic,iii,45,10,7,21,7,false,5127,Gene L. Shirk Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2085,Buffalo State,Liberty League,iii,10,0,0,0,10,3110,Morrisville State,Empire 8,iii,31,0,17,0,14,false,5810,Coyer Field
2022,regular,2022-09-24T16:00:00.000Z,true,2702,Western New England,Commonwealth Coast,iii,0,0,0,0,0,2532,Salisbury,New Jersey,iii,35,7,14,7,7,false,6143,Golden Bear Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,61,Georgia,SEC,fbs,39,12,14,6,7,2309,Kent State,Mid-American,fbs,22,3,10,3,6,false,3917,Sanford Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2305,Kansas,Big 12,fbs,35,7,14,7,7,150,Duke,ACC,fbs,27,7,6,0,14,false,3833,Memorial Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,66,Iowa State,Big 12,fbs,24,7,7,0,10,239,Baylor,Big 12,fbs,31,7,10,7,7,false,3772,Jack Trice Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,3162,Alfred State College,ECFC,iii,42,7,7,7,21,190,Defiance,Heartland,iii,33,7,9,3,14,false,3877,Pioneer Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,15,Anna Maria College,ECFC,iii,28,7,7,7,7,2557,Coast Guard,NEWMAC,iii,66,14,14,24,14,false,5794,Caparso Field
2022,regular,2022-09-24T16:00:00.000Z,true,2221,FDU-Florham,Mid Atlantic,iii,23,0,13,10,0,247,King's College (PA),Mid Atlantic,iii,27,6,7,14,0,false,5842,Robert T. Shields Field
2022,regular,2022-09-24T16:00:00.000Z,true,452,Endicott College,Commonwealth Coast,iii,26,6,7,0,13,2467,Norwich,NEWMAC,iii,13,0,0,7,6,false,3709,Hempstead Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,114,Fitchburg State,MSCAC,iii,13,0,13,0,0,110,Mass Maritime,MSCAC,iii,38,28,10,0,0,false,5845,Elliot Field Athletic Complex
2022,regular,2022-09-24T16:00:00.000Z,true,81,Springfield,NEWMAC,iii,49,21,7,21,0,2280,Husson,Commonwealth Coast,iii,7,0,0,0,7,false,6119,Stagg Field
2022,regular,2022-09-24T16:00:00.000Z,true,112335,Wheeling Jesuit,Mountain East,ii,34,0,10,10,14,2249,Glenville State,Mountain East,ii,23,10,0,7,6,false,6212,Bishop Schmitt Field
2022,regular,2022-09-24T16:00:00.000Z,true,2022,American International,Northeast 10,ii,3,0,0,0,3,112334,Franklin Pierce,Northeast 10,ii,7,0,0,7,0,false,5868,Ronald J. Abdow Field
2022,regular,2022-09-24T16:00:00.000Z,true,97,Louisville,ACC,fbs,41,14,14,3,10,58,South Florida,American Athletic,fbs,3,0,0,0,3,false,3873,Papa John's Cardinal Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,213,Penn State,Big Ten,fbs,33,14,7,6,6,2117,Central Michigan,Mid-American,fbs,14,0,14,0,0,false,3632,Beaver Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2199,Eastern Michigan,Mid-American,fbs,31,14,10,7,0,2084,Buffalo,Mid-American,fbs,50,13,17,10,10,false,3912,Rynearson Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,130,Michigan,Big Ten,fbs,34,10,7,0,17,120,Maryland,Big Ten,fbs,27,10,3,0,14,false,3558,Michigan Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2256,Greensboro,USA South,iii,17,3,0,7,7,2373,Maryville TN,USA South,iii,37,20,7,10,0,false,5852,Jamieson Stadium
2022,regular,2022-09-24T16:00:00.000Z,true,2127,Charleston Southern,Big South,fcs,19,7,2,10,0,231,Furman,Southern,fcs,24,3,7,7,7,false,3658,Buccaneer Field
2022,regular,2022-09-24T16:30:00.000Z,true,46,Georgetown,Patriot,fcs,6,0,0,6,0,171,Columbia,Ivy,fcs,42,0,13,7,22,false,3847,Cooper Field
2022,regular,2022-09-24T16:30:00.000Z,true,225,Brown,Ivy,fcs,28,0,0,7,21,108,Harvard,Ivy,fcs,35,7,14,14,0,false,3656,Brown Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,548,LaGrange College,USA South,iii,28,7,0,7,14,291,Methodist,USA South,iii,38,7,17,7,7,false,5910,Callaway Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2749,Worcester Polytechnic,NEWMAC,iii,10,0,0,10,0,2818,Montclair State,New Jersey,iii,0,0,0,0,0,false,5899,"Alumni Stadium (Worcester, MA)"
2022,regular,2022-09-24T17:00:00.000Z,true,2822,North Greenville,Gulf South,ii,34,10,7,3,14,2224,Findlay,Great Midwest Athletic,ii,27,7,10,3,7,false,6061,Younts Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2128,Charleston (WV),Mountain East,ii,62,17,17,21,7,2017,Alderson-Broaddus,Mountain East,ii,7,0,7,0,0,false,5121,University of Charleston Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2707,WV State,Mountain East,ii,13,0,6,7,0,587,Notre Dame College,Mountain East,ii,48,10,14,14,10,false,5785,Dickerson Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,56,Stetson,Pioneer,fcs,38,7,21,3,7,2413,Morehead State,Pioneer,fcs,26,6,14,0,6,false,4416,Spec Martin Municipal Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2731,Williams,NESCAC,iii,24,7,7,0,10,340,Bowdoin,NESCAC,iii,14,0,0,7,7,false,6151,Farley-Lamb Field
2022,regular,2022-09-24T17:00:00.000Z,true,121,Bates College,NESCAC,iii,7,0,0,0,7,112,Tufts,NESCAC,iii,35,7,21,7,0,false,3733,Garcelon Field
2022,regular,2022-09-24T17:00:00.000Z,true,2699,West Liberty,Mountain East,ii,23,6,0,14,3,455,WV Wesleyan,Mountain East,ii,21,7,0,0,14,false,5886,West Family Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,49,Dubuque,American Rivers,iii,0,0,0,0,0,2685,Wartburg,American Rivers,iii,25,0,17,8,0,false,5836,Chalmers Field
2022,regular,2022-09-24T17:00:00.000Z,true,2808,Delaware Valley,Mid Atlantic,iii,41,0,14,14,13,2969,Misericordia,Mid Atlantic,iii,0,0,0,0,0,false,5833,Robert A. Lipinski Field at James Work Memorial Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2234,Franklin & Marshall,Centennial,iii,7,0,0,0,7,2667,Ursinus,Centennial,iii,22,7,12,3,0,false,7077,Shadek Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2977,Trinity (CT),NESCAC,iii,19,0,0,13,6,33,Colby,NESCAC,iii,7,0,0,7,0,false,6131,Jessee/Miller Field
2022,regular,2022-09-24T17:00:00.000Z,true,2142,Colgate,Patriot,fcs,10,0,10,0,0,107,Holy Cross,Patriot,fcs,35,7,7,14,7,false,3617,Andy Kerr Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,122774,Keystone,ECFC,iii,6,0,0,0,6,174,Hobart,Liberty League,iii,65,14,28,10,13,false,7082,Athletic Field Complex
2022,regular,2022-09-24T17:00:00.000Z,true,2394,Middlebury,NESCAC,iii,24,0,14,0,10,336,Wesleyan,NESCAC,iii,10,0,7,3,0,false,6079,Alumni Stadium (VT)
2022,regular,2022-09-24T17:00:00.000Z,true,348,Hamilton,NESCAC,iii,24,7,7,3,7,7,Amherst College,NESCAC,iii,10,7,0,0,3,false,5894,Steuben Field
2022,regular,2022-09-24T17:00:00.000Z,true,2674,Valparaiso,Pioneer,fcs,28,0,13,7,8,301,San Diego,Pioneer,fcs,21,7,7,0,7,false,3655,Brown Field
2022,regular,2022-09-24T17:00:00.000Z,true,219,Pennsylvania,Ivy,fcs,12,0,6,6,0,322,Lafayette,Patriot,fcs,0,0,0,0,0,false,3730,Franklin Field
2022,regular,2022-09-24T17:00:00.000Z,true,388,Lebanon Valley,Mid Atlantic,iii,24,7,7,7,3,398,Wilkes,Mid Atlantic,iii,19,0,6,6,7,false,3621,Arnold Field (PA)
2022,regular,2022-09-24T17:00:00.000Z,true,2392,Michigan Tech,GLIAC,ii,13,6,7,0,0,129,Saginaw Valley,GLIAC,ii,35,7,14,14,0,false,3927,Sherman Field
2022,regular,2022-09-24T17:00:00.000Z,true,237,Union,Liberty League,iii,24,7,17,0,0,390,Utica,Empire 8,iii,31,0,7,10,14,false,6134,Frank Bailey Field
2022,regular,2022-09-24T17:00:00.000Z,true,2725,Widener,Mid Atlantic,iii,14,7,7,0,0,471,Stevenson,Mid Atlantic,iii,30,3,7,7,13,false,4855,Leslie C. Quick Jr. Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2477,Ohio Dominican,Great Midwest Athletic,ii,38,7,10,14,7,2292,Indianapolis,Great Lakes,ii,44,21,7,6,10,false,3870,Panther Stadium (OH)
2022,regular,2022-09-24T17:00:00.000Z,true,341,Frostburg State,Mountain East,ii,22,6,0,3,13,2148,Concord,Mountain East,ii,23,9,7,0,7,false,3642,Bobcat Stadium (MD)
2022,regular,2022-09-24T17:00:00.000Z,true,83,DePauw,North Coast,iii,59,7,17,14,21,2748,Wooster,North Coast,iii,0,0,0,0,0,false,3640,Blackstock Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2896,Southern Virginia,USA South,iii,13,0,6,7,0,286,NC Wesleyan,USA South,iii,14,0,0,7,7,false,6117,Knight Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2871,Kean,New Jersey,iii,7,0,0,7,0,2383,Merchant Marine,NEWMAC,iii,9,0,7,0,2,false,5905,Kean Alumni Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2399,Minnesota-Morris,Upper Midwest,iii,49,14,14,14,7,268,Lawrence,Midwest,iii,19,13,6,0,0,false,6082,Big Cat Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,352,Kenyon,North Coast,iii,14,0,0,7,7,2980,Ohio Wesleyan,North Coast,iii,41,17,17,7,0,false,5906,McBride Field
2022,regular,2022-09-24T17:00:00.000Z,true,124180,Bluefield,Independent DII,ii,27,7,14,6,0,2232,Fort Valley State,SIAC,ii,44,13,10,21,0,false,6221,Mitchell Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2830,St. Anselm,Northeast 10,ii,21,3,0,8,10,2583,Southern Connecticut State,Northeast 10,ii,14,7,7,0,0,false,6074,Grappone Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2422,Muhlenberg,Centennial,iii,41,21,14,6,0,2700,McDaniel College,Centennial,iii,7,0,0,0,7,false,6089,Scotty Wood Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,583,Northwestern (MN),Upper Midwest,iii,7,0,0,0,7,2812,Hope,Michigan,iii,56,21,21,7,7,false,6094,Reynolds Field
2022,regular,2022-09-24T17:00:00.000Z,true,246,Juniata,Centennial,iii,14,0,7,0,7,2248,Gettysburg,Centennial,iii,40,13,0,13,14,false,5902,Knox Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2106,Carthage,CCIW,iii,16,3,0,7,6,143,Washington (MO),CCIW,iii,45,7,17,7,14,false,5816,Art Keller Field
2022,regular,2022-09-24T17:00:00.000Z,true,365,Alfred,Empire 8,iii,31,7,3,14,7,126,Kalamazoo,Michigan,iii,23,3,10,0,10,false,5788,Merrill Field at Yunevich Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,395,St. Augustine's,CIAA,ii,20,0,7,0,13,2075,Bowie State,CIAA,ii,36,7,8,0,21,false,6068,George Williams Athletic Complex
2022,regular,2022-09-24T17:00:00.000Z,true,2827,Rowan,New Jersey,iii,24,3,14,0,7,2776,Salve Regina,Commonwealth Coast,iii,28,0,0,7,21,false,6112,Richard Wackar Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2175,Dickinson,Centennial,iii,0,0,0,0,0,216,Susquehanna,Centennial,iii,45,7,14,17,7,false,5835,Biddle Field
2022,regular,2022-09-24T17:00:00.000Z,true,40,Curry,Commonwealth Coast,iii,49,0,42,7,0,125974,Hilbert College,North Coast,iii,9,0,0,7,2,false,5830,Walter M. Katz Field
2022,regular,2022-09-24T17:00:00.000Z,true,263,Loras College,American Rivers,iii,49,7,21,14,7,6845,Nebraska Wesleyan University,American Rivers,iii,31,10,7,7,7,false,5921,Rock Bowl
2022,regular,2022-09-24T17:00:00.000Z,true,2134,Clarion,Pennsylvania State Athletic,ii,24,14,7,3,0,367,Gannon,Pennsylvania State Athletic,ii,47,17,10,14,6,false,4437,"Memorial Stadium (Clarion, PA)"
2022,regular,2022-09-24T17:00:00.000Z,true,112358,Long Island University,NEC,fcs,29,7,6,7,9,2803,Bryant,Big South,fcs,31,14,7,7,3,false,6043,Bethpage Federal Credit Union Stadium
2022,regular,2022-09-24T17:00:00.000Z,true,2951,SUNY Maritime,ECFC,iii,3,0,3,0,0,2970,William Paterson,New Jersey,iii,14,0,7,0,7,false,3889,Reinhart Field
2022,regular,2022-09-24T17:00:00.000Z,true,2551,Shaw,CIAA,ii,35,7,13,3,12,2207,Elizabeth City State,CIAA,ii,16,0,16,0,0,false,6068,George Williams Athletic Complex
2022,regular,2022-09-24T17:05:00.000Z,true,2188,East Stroudsburg,Pennsylvania State Athletic,ii,48,0,17,17,14,209,Lock Haven,Pennsylvania State Athletic,ii,7,0,0,0,7,false,4439,Eiler-Martin Stadium
2022,regular,2022-09-24T17:30:00.000Z,true,2302,John Carroll,Ohio,iii,24,7,7,7,3,191,Heidelberg,Ohio,iii,7,0,7,0,0,false,5863,Don Shula Stadium at Wasmer Field
2022,regular,2022-09-24T17:30:00.000Z,true,332,Muskingum,Ohio,iii,0,0,0,0,0,426,Mount Union,Ohio,iii,59,7,38,14,0,false,6090,Sherman Field at McConagha Stadium
2022,regular,2022-09-24T17:30:00.000Z,true,424,Capital,Ohio,iii,31,7,0,7,17,2733,Wilmington (OH),Ohio,iii,34,10,0,17,7,false,5812,Bernlohr Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,172,Cornell,Ivy,fcs,14,7,0,0,7,43,Yale,Ivy,fcs,38,14,14,10,0,false,3921,Schoellkopf Field
2022,regular,2022-09-24T18:00:00.000Z,true,2529,Sacred Heart,NEC,fcs,38,3,14,7,7,159,Dartmouth,Ivy,fcs,31,21,0,10,0,false,3668,Campus Field
2022,regular,2022-09-24T18:00:00.000Z,true,188,Baldwin-Wallace,Ohio,iii,35,7,7,7,14,427,Ohio Northern,Ohio,iii,31,14,7,7,3,false,5801,George Finnie Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2657,Tuskegee,SIAC,ii,35,21,7,7,0,2019,Allen,SIAC,ii,27,7,14,6,0,false,4747,Abbott Memorial Alumni Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,128,Northern Michigan,GLIAC,ii,42,7,7,14,14,126086,Post University,Independent DII,ii,14,0,7,0,7,false,3950,Superior Dome
2022,regular,2022-09-24T18:00:00.000Z,true,2986,Fairmont State,Mountain East,ii,25,10,0,0,15,2882,UNC Pembroke,Mountain East,ii,23,7,7,7,2,false,5943,Duvall-Rosier Field
2022,regular,2022-09-24T18:00:00.000Z,true,2851,Winona State,Northern Sun,ii,40,7,20,7,6,2817,Minnesota St-Moorhead,Northern Sun,ii,7,0,7,0,0,false,5780,Altra Federal Credit Union Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2043,Augustana (SD),Northern Sun,ii,21,7,0,7,7,425,Northern State,Northern Sun,ii,13,0,3,7,3,false,5872,Kirkeby-Over Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2825,Quincy,Great Lakes,ii,14,0,0,7,7,308,Ashland,Great Midwest Athletic,ii,34,14,3,17,0,false,3723,QU Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,218,Temple,American Athletic,fbs,28,0,7,14,7,113,UMass,FBS Independents,fbs,0,0,0,0,0,false,3806,Lincoln Financial Field
2022,regular,2022-09-24T18:00:00.000Z,true,2071,Bloomsburg,Pennsylvania State Athletic,ii,17,0,3,0,14,2559,Shippensburg,Pennsylvania State Athletic,ii,31,7,17,7,0,false,4435,Robert B. Redman Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,67,Luther,American Rivers,iii,49,14,7,7,21,63,Buena Vista,American Rivers,iii,52,13,6,13,20,false,5923,Legacy Field in Carlson Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2586,Southwest Baptist,Great Lakes,ii,52,7,14,14,17,437,Lake Erie College,Great Midwest Athletic,ii,31,7,3,7,14,false,3878,Plaster Sports Complex
2022,regular,2022-09-24T18:00:00.000Z,true,2911,William Jewell College,Great Lakes,ii,24,14,0,0,10,2316,Kentucky Wesleyan,Great Midwest Athletic,ii,17,0,14,3,0,false,4753,Greene Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2214,Emporia State,Mid America,ii,13,0,13,0,0,90,Pittsburg State,Mid America,ii,14,7,0,7,0,false,5942,Francis G. Welch Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2438,Nebraska-Kearney,Mid America,ii,38,21,7,7,3,2118,Central Missouri State,Mid America,ii,6,3,3,0,0,false,6057,Ron & Carol Cope Stadium at Foster Field
2022,regular,2022-09-24T18:00:00.000Z,true,2296,Jackson State,SWAC,fcs,49,14,7,21,7,2400,Mississippi Valley State,SWAC,fcs,7,7,0,0,0,false,3976,Mississippi Veterans Memorial Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2146,Colorado Mines,Rocky Mountain,ii,45,7,28,10,0,2570,Colorado State-Pueblo,Rocky Mountain,ii,17,3,0,7,7,false,5883,Marv Kay Stadium at Campbell Field
2022,regular,2022-09-24T18:00:00.000Z,true,2119,Central State,SIAC,ii,14,7,0,7,0,2396,Miles,SIAC,ii,34,7,14,6,7,false,4749,McPherson Memorial Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2257,Greenville,Upper Midwest,iii,7,0,7,0,0,354,Olivet College,Michigan,iii,63,21,21,14,7,false,5853,Francis Field (IL)
2022,regular,2022-09-24T18:00:00.000Z,true,2738,Wisconsin-Eau Claire,Wisconsin,iii,20,7,7,0,6,2790,Albion,Michigan,iii,28,7,0,14,7,false,5916,Carson Park
2022,regular,2022-09-24T18:00:00.000Z,true,409,Concordia (WI),NACC,iii,35,14,0,7,14,2151,Concordia (IL),NACC,iii,7,0,7,0,0,false,5827,Tomasini Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2524,Rockford,NACC,iii,7,7,0,0,0,2044,Aurora,NACC,iii,70,28,21,21,0,false,6110,Sam Greeley Field
2022,regular,2022-09-24T18:00:00.000Z,true,195,Ohio,Mid-American,fbs,59,14,17,7,21,2230,Fordham,Patriot,fcs,52,0,21,28,3,false,3876,Peden Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,306,Illinois Wesleyan,CCIW,iii,26,0,0,7,19,32,Carroll (WI),Midwest,iii,21,14,0,7,0,false,5859,Tucci Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,89,Wabash College,North Coast,iii,42,0,14,14,14,2171,Denison,North Coast,iii,45,7,10,7,21,false,5123,Little Giant Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2832,St. Norbert,NACC,iii,35,7,14,7,7,6353,Lakeland University,NACC,iii,12,6,6,0,0,false,6121,Donald J. Schneider Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2018,Allegheny,Presidents',iii,31,0,19,12,0,2845,Waynesburg,Presidents',iii,15,0,7,8,0,false,5789,Frank B. Fuhrer Field
2022,regular,2022-09-24T18:00:00.000Z,true,2519,Rhodes,Southern Athletic,iii,56,21,14,21,0,433,Westminster,Upper Midwest,iii,6,0,0,0,6,false,6108,Crain Field
2022,regular,2022-09-24T18:00:00.000Z,true,2909,Westfield State,MSCAC,iii,11,0,3,0,8,2967,Framingham State,MSCAC,iii,14,7,0,7,0,false,6144,"Alumni Field (Westfield, MA)"
2022,regular,2022-09-24T18:00:00.000Z,true,2359,Macalester,Minnesota,iii,32,6,6,8,12,133,St. Olaf College,Minnesota,iii,38,14,10,7,7,false,5928,Macalester Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2065,Bethune-Cookman,SWAC,fcs,36,14,3,3,16,2755,Grambling,SWAC,fcs,19,10,9,0,0,false,3850,Municipal Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2169,Delaware State,MEAC,fcs,13,0,3,3,7,2771,Merrimack,NEC,fcs,26,14,0,9,3,false,3613,Alumni Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2900,St. Thomas (MN),Pioneer,fcs,43,15,0,22,6,124179,Lincoln University (CA),,,6,3,0,3,0,false,5116,O'Shaughnessy Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2181,Drake,Pioneer,fcs,25,10,0,3,12,2368,Marist,Pioneer,fcs,30,7,14,3,6,false,3701,Drake Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,124,Augsburg,Minnesota,iii,50,3,21,13,13,375,St. Scholastica,Minnesota,iii,13,7,0,6,0,false,5795,Edor Nelson Field
2022,regular,2022-09-24T18:00:00.000Z,true,359,Otterbein,Ohio,iii,10,0,7,3,0,317,Marietta,Ohio,iii,27,7,7,0,13,false,6101,"Memorial Stadium (Westerville, OH)"
2022,regular,2022-09-24T18:00:00.000Z,true,2744,UW-Stout,Wisconsin,iii,66,28,21,3,14,509,Crown College,Upper Midwest,iii,6,0,0,6,0,false,5900,Don and Nona Williams Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,74,Millikin,CCIW,iii,23,7,6,7,3,75,North Park,CCIW,iii,21,0,7,7,7,false,6080,Frank M. Lindsay Field
2022,regular,2022-09-24T18:00:00.000Z,true,2152,Concordia (MN),Minnesota,iii,6,0,0,6,0,2968,Gustavus Adolphus,Minnesota,iii,23,0,8,7,8,false,5825,Jake Christiansen Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2802,Bethel (MN),Minnesota,iii,28,7,0,7,14,2600,St. Johns (MN),Minnesota,iii,24,7,3,7,7,false,5804,Royal Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,257,Richmond,CAA,fcs,51,7,28,14,2,2619,Stony Brook,CAA,fcs,7,7,0,0,0,false,2068,E. Claiborne Robins Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2450,Norfolk State,MEAC,fcs,26,0,12,7,7,2598,St Francis (PA),NEC,fcs,45,21,14,0,10,false,3991,"William Dick"""" Price Stadium"""""
2022,regular,2022-09-24T18:00:00.000Z,true,233,South Dakota,MVFC,fcs,17,3,14,0,0,2449,North Dakota State,MVFC,fcs,34,0,10,14,10,false,1905,DakotaDome
2022,regular,2022-09-24T18:00:00.000Z,true,60,Morehouse,SIAC,ii,3,0,3,0,0,2542,Savannah State,SIAC,ii,15,0,7,6,2,false,6056,B.T. Harvey Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2800,Alma College,Michigan,iii,69,28,20,14,7,446,Martin Luther College,Upper Midwest,iii,0,0,0,0,0,false,5790,Bahlke Field
2022,regular,2022-09-24T18:00:00.000Z,true,2816,McKendree,Great Lakes,ii,46,7,11,21,7,2682,Walsh,Great Midwest Athletic,ii,10,7,0,0,3,false,6047,Leemon Field
2022,regular,2022-09-24T18:00:00.000Z,true,3071,North Central,CCIW,iii,76,28,27,14,7,72,Elmhurst,CCIW,iii,6,0,0,0,6,false,980,Benedetti-Wehrli Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,38,Colorado,Pac-12,fbs,17,0,10,0,7,26,UCLA,Pac-12,fbs,45,14,7,17,7,false,3726,Folsom Field
2022,regular,2022-09-24T18:00:00.000Z,true,3112,Christopher Newport,New Jersey,iii,38,14,14,7,3,2108,Catholic University,NEWMAC,iii,7,7,0,0,0,false,3879,TowneBank Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2894,Sioux Falls,Northern Sun,ii,34,14,6,7,7,134,Minnesota-Duluth,Northern Sun,ii,31,14,3,0,14,false,6070,Bob Young Field
2022,regular,2022-09-24T18:00:00.000Z,true,122666,Barton College,South Atlantic,ii,18,7,3,0,8,2369,Mars Hill,South Atlantic,ii,24,7,14,0,3,false,7075,Electric Supply Company Field
2022,regular,2022-09-24T18:00:00.000Z,true,2758,Howard Payne,American Southwest,iii,33,13,6,7,7,2194,East Texas Baptist,American Southwest,iii,21,0,0,14,7,false,5857,Gordon Wood Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2938,Huntingdon,USA South,iii,34,14,6,7,7,2056,Belhaven College,USA South,iii,21,0,14,7,0,false,3915,Charles Lee Field at Samford Stadium
2022,regular,2022-09-24T18:00:00.000Z,true,2141,Coe,American Rivers,iii,48,7,21,20,0,2564,Simpson College,American Rivers,iii,10,0,3,7,0,false,5823,Clark Field
2022,regular,2022-09-24T18:00:00.000Z,true,162,Hamline,Minnesota,iii,12,0,6,6,0,2101,Carleton,Minnesota,iii,45,14,10,21,0,false,5895,Klas Field
2022,regular,2022-09-24T18:30:00.000Z,true,402,Worcester State College,MSCAC,iii,20,0,0,7,13,379,UMass Dartmouth,MSCAC,iii,41,14,14,7,6,false,5898,John Coughlin Memorial Field
